epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1
1,0.3597024456943784,0.8764285714285714,0.8747284576393918,0.4166055456797282,0.8033333333333333,0.7649402390438247
2,0.2139553610767637,0.9514285714285714,0.9510791366906475,0.2337927347421646,0.9533333333333334,0.9536423841059603
3,0.14410334906407765,0.9685714285714285,0.9682539682539683,0.1472265389561653,0.9733333333333334,0.9733333333333334
